participant,session,completion,date,expName,psychopyVersion,OS,frameRate,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,Emo,Labs,Labs2,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,trials_FC_H.thisRepN,trials_FC_H.thisTrialN,trials_FC_H.thisN,trials_FC_H.thisIndex,trials_FC_H.ran
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.72886827,8.4898,0,0,0,0,1,rest (looking at a fixed cross),001.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.87464735,2.9302,0,1,1,1,1,stand up,002.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,1.8784,0,2,2,2,1,stretch,003.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.84928385,3.4611,0,3,3,3,1,make a drink,004.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.88842773,2.5316,0,4,4,4,1,scroll social media,005.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7125651,1.9982,0,5,5,5,1,listen to music,006.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.39975315,2.3965,0,6,6,6,1,daydream,007.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.859375,1.9631,0,7,7,7,1,watch a short animation,008.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,2.2387,0,8,8,8,1,read a novel,009.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.32803684,2.1111,0,9,9,9,1,read the news,010.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scroll social media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,53.31458876,5.4746,2.0117,NA,NA,NA,NA,NA,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-23.46925184,5.2469,2.0156,NA,NA,NA,NA,NA,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-66.46044922,4.4133,2.0016,NA,NA,NA,NA,NA,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-68.62965224,4.7094,2.0122,NA,NA,NA,NA,NA,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-70.42610677,5.8113,2.014,NA,NA,NA,NA,NA,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,45.64005534,4.7623,2.0013,NA,NA,NA,NA,NA,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-75.82010905,4.9897,2.0091,NA,NA,NA,NA,NA,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-73.72361925,4.1276,2.0193,NA,NA,NA,NA,NA,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,40.22653537,4.3125,2.0029,NA,NA,NA,NA,NA,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,46.13127984,5.9278,2.0124,NA,NA,NA,NA,NA,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-70.75968424,4.2135,2.0003,NA,NA,NA,NA,NA,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-78.25980632,4.7806,2.0016,NA,NA,NA,NA,NA,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,2,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,1
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,42.33805339,4.5088,2.0126,NA,NA,NA,NA,NA,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-72.68260362,3.4124,2.0003,NA,NA,NA,NA,NA,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-86.17555067,3.1129,2.0023,NA,NA,NA,NA,NA,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,2,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,0,1
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,41.07111274,4.693,2.0118,NA,NA,NA,NA,NA,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-66.35199653,3.5968,2.0143,NA,NA,NA,NA,NA,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-84.57107205,3.3114,2.0173,NA,NA,NA,NA,NA,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,2,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,4,0,1
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-85.6472168,3.3627,2.0151,NA,NA,NA,NA,NA,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-72.88548448,2.9131,2.0156,NA,NA,NA,NA,NA,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,50.33422852,3.2627,2.0007,NA,NA,NA,NA,NA,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,5,0,1
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,49.18032498,3.4947,2.0139,NA,NA,NA,NA,NA,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-88.94715712,3.145,2.0015,NA,NA,NA,NA,NA,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-71.12118869,3.0603,2.0152,NA,NA,NA,NA,NA,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,1,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,6,0,1
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-83.66187202,7.043,2.0126,NA,NA,NA,NA,NA,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-66.87454563,3.3149,2.0015,NA,NA,NA,NA,NA,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,45.64723036,3.2953,2.003,NA,NA,NA,NA,NA,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,7,0,1
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-70.22597928,5.1415,2.0126,NA,NA,NA,NA,NA,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,49.37963867,3.8566,2.018,NA,NA,NA,NA,NA,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-84.4850057,3.5782,2.001,NA,NA,NA,NA,NA,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,2,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,8,0,1
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-83.5012207,4.5781,2.0176,NA,NA,NA,NA,NA,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,NA,NA,NA,NA,NA
MDPRF22558,20EA7C94-5424-48F4-A7E7-21FFA4B27AD1,NA,2023-10-30_16h07.22.251,VExplicitOC_RO,2022.2.5,MacIntel,60.0024001,-61.92236328,3.0271,2.0142,NA,NA,NA,NA,NA,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA
