"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","Consent.Form.object.2.I.have.read.and.understood.the.information.sheet.and.hereby.give.my.consent.to.take.part.in.this.experiment.in.full.knowledge.that.data.is.being.recorded...I.Agree.","Consent.Form.object.2.I.have.read.the.information.above.and.understand.I.can.email.the.researchers.with.any.questions...I.Agree.","Consent.Form.object.2.I.consent.to.the.collection.of.the.following.types.of.research.data..Mental.health.questionnaires.and.performance.on.computerised.tasks...I.Agree.","Consent.Form.object.2.I.understand.that.no.identifiable.personal.information.will.be.collected.and.that.my.data.will.be.stored.securely.and.anonymously...I.Agree.","Consent.Form.object.2.I.understand.that.participation.is.completely.voluntary.and.that.I.can.withdraw.at.any.point.without.giving.any.reason.and.without.any.penalty..simply.by.closing.my.browser...I.Agree.","Consent.Form.object.2.I.understand.that.confidentiality.will.be.strictly.adhered.to.and.it.will.not.be.possible.to.identify.me.in.any.publications.or.presentations...I.Agree.","Consent.Form.object.2.I.understand.the.benefits.of.participating.as.stated.in.the.Information.Sheet..including.the.receipt.of.financial.compensation...I.Agree.","Consent.Form.object.2.I.understand.that.only.fully.anonymised.research.data.from.the.study.will.be.presented..published.or.archived.in.an.open.access.repository..which.might.be.used.for.future.analysis.by.other.researchers.not.connected.with.UCL...I.Agree.","Consent.Form.object.2.I.confirm.that.I.have.a.good.internet.connection...I.Agree.","Consent.Form.object.2.I.consent.to.take.part.in.the.study...I.Agree.","Random_ID"
"1",1698681242158,"30/10/2023 15:54:02",1698681242158,0,"30/10/2023 15:54:02",149691,4,"questionnaire-1tsk",NA,32578698,9641169,NA,"rejected - time limit reached",NA,"653fd174549d4a415d2b04b4","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 17.0","1440x900","1440x820",NA,NA,0,"Consent",10,"In","LAKBJCIDHEGF",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF29232"
"1",1698681304181,"30/10/2023 15:55:04",1698681304181,0,"30/10/2023 15:55:04",149691,4,"questionnaire-1tsk",NA,32578734,9641174,NA,"rejected - time limit reached",NA,"653fd1c4767713c52c8eeed6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x815",NA,NA,0,"Consent",10,"In","ABLCKDJEIFHG",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF22558"
"1",1698681372983,"30/10/2023 15:56:12",1698681372983,0,"30/10/2023 15:56:12",149691,4,"questionnaire-1tsk",NA,32578766,9641183,NA,"rejected - time limit reached",NA,"653fd2112f30f5dd8f7a5bb6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"Consent",10,"In","BCADLEKFJGIH",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF11599"
"1",1698681397183,"30/10/2023 15:56:37",1698681397183,0,"30/10/2023 15:56:37",149691,4,"questionnaire-1tsk",NA,32578778,9641185,NA,"rejected - time limit reached",NA,"653fd0c50e53526368b3a58c","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x960","2304x1250",NA,NA,0,"Consent",10,"In","CDBEAFLGKHJI",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF88491"
"1",1698681396929,"30/10/2023 15:56:36",1698681396929,0,"30/10/2023 15:56:36",149691,4,"questionnaire-1tsk",NA,32578779,9641186,NA,"rejected - time limit reached",NA,"653fd219dbaab2548f7a4fa2","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1366x768","1707x773",NA,NA,0,"Consent",10,"In","DECFBGAHLIKJ",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF61059"
"1",1698681520488,"30/10/2023 15:58:40",1698681520488,0,"30/10/2023 15:58:40",149691,4,"questionnaire-1tsk",NA,32578840,9641199,NA,"complete",NA,"653fd1d2a83d746655fb40b5","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x931",NA,NA,0,"Consent",10,"In","GHFIEJDKCLBA",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF88382"
"1",1698681578922,"30/10/2023 15:59:38",1698681578922,0,"30/10/2023 15:59:38",149691,4,"questionnaire-1tsk",NA,32578867,9641206,NA,"complete",NA,"653fd2876df56a75520fc51b","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","2195x1235","2195x1116",NA,NA,0,"Consent",10,"In","FGEHDICJBKAL",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF70826"
"1",1698681587420,"30/10/2023 15:59:47",1698681587420,0,"30/10/2023 15:59:47",149691,4,"questionnaire-1tsk",NA,32578873,9641208,NA,"complete",NA,"653fd2d0190919264d120b91","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 17.0","1512x982","1512x785",NA,NA,0,"Consent",10,"In","EFDGCHBIAJLK",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF75168"
"1",1698681636333,"30/10/2023 16:00:36",1698681636333,0,"30/10/2023 16:00:36",149691,4,"questionnaire-1tsk",NA,32578896,9641213,NA,"complete",NA,"653fd307a616c979ca367f46","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","3440x1440","1743x1321",NA,NA,0,"Consent",10,"In","GHFIEJDKCLBA",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF55869"
"1",1698681662703,"30/10/2023 16:01:02",1698681662703,0,"30/10/2023 16:01:02",149691,4,"questionnaire-1tsk",NA,32578903,9641216,NA,"complete",NA,"653fd32ede4a37cde68a2f34","computer","Desktop or Laptop","Mac OS 10.11.6","Chrome 103.0.0.0","1280x800","680x626",NA,NA,0,"Consent",10,"In","IJHKGLFAEBDC",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF24433"
"1",1698681743950,"30/10/2023 16:02:23",1698681743950,0,"30/10/2023 16:02:23",149691,4,"questionnaire-1tsk",NA,32578940,9641222,NA,"complete",NA,"653fd386eb70cc08009691e1","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 17.0","1440x900","1440x820",NA,NA,0,"Consent",10,"In","HIGJFKELDACB",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF57890"
"1",1698681788705,"30/10/2023 16:03:08",1698681788705,0,"30/10/2023 16:03:08",149691,4,"questionnaire-1tsk",NA,32578963,9641227,NA,"complete",NA,"653fd3a130c721ed68d86850","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x595",NA,NA,0,"Consent",10,"In","JKILHAGBFCED",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF65847"
"1",1698681810928,"30/10/2023 16:03:30",1698681810928,0,"30/10/2023 16:03:30",149691,4,"questionnaire-1tsk",NA,32578980,9641232,NA,"complete",NA,"653fd3c6549d4a415d2b04f6","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.69","1280x720","1272x564",NA,NA,0,"Consent",10,"In","KLJAIBHCGDFE",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF04349"
"1",1698681815793,"30/10/2023 16:03:35",1698681815793,0,"30/10/2023 16:03:35",149691,4,"questionnaire-1tsk",NA,32578986,9641234,NA,"rejected - time limit reached",NA,"653fd3d20c58d450865e48fa","computer","Desktop or Laptop","Windows 10","Firefox 119.0","1920x1080","1920x955",NA,NA,0,"Consent",10,"In","LAKBJCIDHEGF",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF21392"
"1",1698681900750,"30/10/2023 16:05:00",1698681900750,0,"30/10/2023 16:05:00",149691,4,"questionnaire-1tsk",NA,32579033,9641249,NA,"complete",NA,"653fd3d21f19228577243599","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x747",NA,NA,0,"Consent",10,"In","BCADLEKFJGIH",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF62148"
"1",1698681915743,"30/10/2023 16:05:15",1698681915743,0,"30/10/2023 16:05:15",149691,4,"questionnaire-1tsk",NA,32579042,9641251,NA,"complete",NA,"653fd41ffb14fa1dfe793851","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x726",NA,NA,0,"Consent",10,"In","ABLCKDJEIFHG",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF77468"
"1",1698682072345,"30/10/2023 16:07:52",1698682072345,0,"30/10/2023 16:07:52",149691,4,"questionnaire-1tsk",NA,32579102,9641265,NA,"complete",NA,"653fd4745528909be390ef11","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x739",NA,NA,0,"Consent",10,"In","CDBEAFLGKHJI",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF18235"
"1",1698682036665,"30/10/2023 16:07:16",1698682036665,0,"30/10/2023 16:07:16",149691,4,"questionnaire-1tsk",NA,32579151,9641276,NA,"complete",NA,"653fd4a62a8481e90cd910e2","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.69","1920x1080","1912x970",NA,NA,0,"Consent",10,"In","HIGJFKELDACB",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF03456"
"1",1698682081542,"30/10/2023 16:08:01",1698682081542,0,"30/10/2023 16:08:01",149691,4,"questionnaire-1tsk",NA,32579187,9641284,NA,"complete",NA,"653fd4d4a4db64c5f6cf5006","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x969",NA,NA,0,"Consent",10,"In","DECFBGAHLIKJ",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF94387"
"1",1698682096751,"30/10/2023 16:08:16",1698682096751,0,"30/10/2023 16:08:16",149691,4,"questionnaire-1tsk",NA,32579194,9641286,NA,"complete",NA,"653fd4e778c56da551790f20","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x931",NA,NA,0,"Consent",10,"In","EFDGCHBIAJLK",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF37895"
"1",1698682131131,"30/10/2023 16:08:51",1698682131131,0,"30/10/2023 16:08:51",149691,4,"questionnaire-1tsk",NA,32579219,9641292,NA,"complete",NA,"653fd4c2a616c979ca367f8c","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x813",NA,NA,0,"Consent",10,"In","FGEHDICJBKAL",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF07530"
"1",1698685416285,"30/10/2023 17:03:36",1698685416285,0,"30/10/2023 17:03:36",149691,4,"questionnaire-1tsk",NA,32580369,9641609,NA,"complete",NA,"653fe1d8a998974e1e57cea8","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.76","1280x720","1272x564",NA,NA,0,"Consent",10,"In","IJHKGLFAEBDC",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF22874"
"1",1698685670318,"30/10/2023 17:07:50",1698685670318,0,"30/10/2023 17:07:50",149691,4,"questionnaire-1tsk",NA,32580491,9641659,NA,"complete",NA,"653fe1583fad42cfd2aa4aa6","computer","Desktop or Laptop","Linux x86_64","Chrome 117.0.0.0","1374x623","1366x622",NA,NA,0,"Consent",10,"In","JKILHAGBFCED",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF28732"
"1",1698685858514,"30/10/2023 17:10:58",1698685858514,0,"30/10/2023 17:10:58",149691,4,"questionnaire-1tsk",NA,32580688,9641697,NA,"complete",NA,"653fe38ca06a26b0b39f4a80","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x642",NA,NA,0,"Consent",10,"In","ABLCKDJEIFHG",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF90933"
"1",1698685864165,"30/10/2023 17:11:04",1698685864165,0,"30/10/2023 17:11:04",149691,4,"questionnaire-1tsk",NA,32580689,9641698,NA,"complete",NA,"653fe37a32655cb0128ef133","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x739",NA,NA,0,"Consent",10,"In","LAKBJCIDHEGF",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF51230"
"1",1698685939829,"30/10/2023 17:12:19",1698685939829,0,"30/10/2023 17:12:19",149691,4,"questionnaire-1tsk",NA,32580735,9641707,NA,"complete",NA,"653fe3e62a5f1b70bb8ea351","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Consent",10,"In","BCADLEKFJGIH",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF07925"
"1",1698685969920,"30/10/2023 17:12:49",1698685969920,0,"30/10/2023 17:12:49",149691,4,"questionnaire-1tsk",NA,32580754,9641709,NA,"complete",NA,"653fe3fe240a411cce64a9be","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x763",NA,NA,0,"Consent",10,"In","DECFBGAHLIKJ",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF47325"
"1",1698685989365,"30/10/2023 17:13:09",1698685989365,0,"30/10/2023 17:13:09",149691,4,"questionnaire-1tsk",NA,32580766,9641711,NA,"complete",NA,"653fe416b8a728e278cffb39","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1549x872","1550x754",NA,NA,0,"Consent",10,"In","CDBEAFLGKHJI",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF36545"
"1",1698686189656,"30/10/2023 17:16:29",1698686189656,0,"30/10/2023 17:16:29",149691,4,"questionnaire-1tsk",NA,32581014,9641725,NA,"complete",NA,"653fe4dd0c58d450865e4bcc","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1280x720","1280x595",NA,NA,0,"Consent",10,"In","EFDGCHBIAJLK",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF43578"
"1",1698686338159,"30/10/2023 17:18:58",1698686338159,0,"30/10/2023 17:18:58",149691,4,"questionnaire-1tsk",NA,32581144,9641738,NA,"complete",NA,"653fe57376437cf7242a2f1a","computer","Desktop or Laptop","Windows 10","Firefox 119.0","1280x720","1280x559",NA,NA,0,"Consent",10,"In","FGEHDICJBKAL",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF75668"
"1",1698686486128,"30/10/2023 17:21:26",1698686486128,0,"30/10/2023 17:21:26",149691,4,"questionnaire-1tsk",NA,32581231,9641757,NA,"complete",NA,"653fe6064b818162708988a2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1470x956","1470x750",NA,NA,0,"Consent",10,"In","JKILHAGBFCED",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF85380"
"1",1698686502469,"30/10/2023 17:21:42",1698686502469,0,"30/10/2023 17:21:42",149691,4,"questionnaire-1tsk",NA,32581238,9641759,NA,"complete",NA,"653fe613e34ea861b787f74c","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x945",NA,NA,0,"Consent",10,"In","GHFIEJDKCLBA",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF21647"
"1",1698686532466,"30/10/2023 17:22:12",1698686532466,0,"30/10/2023 17:22:12",149691,4,"questionnaire-1tsk",NA,32581264,9641763,NA,"complete",NA,"653fe624da5aac3025e265cc","computer","Desktop or Laptop","Chromium OS 14816.131.0","Chrome 103.0.0.0","1241x698","1242x547",NA,NA,0,"Consent",10,"In","IJHKGLFAEBDC",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF65956"
"1",1698686543668,"30/10/2023 17:22:23",1698686543668,0,"30/10/2023 17:22:23",149691,4,"questionnaire-1tsk",NA,32581270,9641764,NA,"complete",NA,"653fe629345b25bfbee5a76c","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Consent",10,"In","HIGJFKELDACB",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF95014"
"1",1698686757146,"30/10/2023 17:25:57",1698686757146,0,"30/10/2023 17:25:57",149691,4,"questionnaire-1tsk",NA,32581365,9641778,NA,"complete",NA,"653fe6aeb218aca5ef49d9ab","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x595",NA,NA,0,"Consent",10,"In","KLJAIBHCGDFE",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF03640"
"1",1698686760688,"30/10/2023 17:26:00",1698686760688,0,"30/10/2023 17:26:00",149691,4,"questionnaire-1tsk",NA,32581368,9641780,NA,"complete",NA,"653fe71730c721ed68d86b28","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x703",NA,NA,0,"Consent",10,"In","LAKBJCIDHEGF",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF97320"
"1",1698686809290,"30/10/2023 17:26:49",1698686809290,0,"30/10/2023 17:26:49",149691,4,"questionnaire-1tsk",NA,32581393,9641782,NA,"complete",NA,"653fe73f83da2d9a8eb58797","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.76","1536x864","1528x708",NA,NA,0,"Consent",10,"In","ABLCKDJEIFHG",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF13490"
"1",1698686869772,"30/10/2023 17:27:49",1698686869772,0,"30/10/2023 17:27:49",149691,4,"questionnaire-1tsk",NA,32581429,9641787,NA,"complete",NA,"653fe78687e1e6108c157032","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1536x864","1536x730",NA,NA,0,"Consent",10,"In","CDBEAFLGKHJI",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF59946"
"1",1698686888381,"30/10/2023 17:28:08",1698686888381,0,"30/10/2023 17:28:08",149691,4,"questionnaire-1tsk",NA,32581444,9641791,NA,"complete",NA,"653fe79bfd8ead5a02500bbf","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.6.1","1680x1050","1015x945",NA,NA,0,"Consent",10,"In","DECFBGAHLIKJ",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF67596"
"1",1698686903509,"30/10/2023 17:28:23",1698686903509,0,"30/10/2023 17:28:23",149691,4,"questionnaire-1tsk",NA,32581471,9641795,NA,"complete",NA,"653fe7a8c12da01fc1d70ff5","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Consent",10,"In","EFDGCHBIAJLK",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF32723"
"1",1698687252883,"30/10/2023 17:34:12",1698687252883,0,"30/10/2023 17:34:12",149691,4,"questionnaire-1tsk",NA,32581473,9641797,NA,"complete",NA,"653fe738342a77c1aa6170f6","computer","Desktop or Laptop","Windows 10","Edge 118.0.2088.57","1366x768","1318x646",NA,NA,0,"Consent",10,"In","FGEHDICJBKAL",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF74748"
"1",1698687007675,"30/10/2023 17:30:07",1698687007675,0,"30/10/2023 17:30:07",149691,4,"questionnaire-1tsk",NA,32581539,9641803,NA,"complete",NA,"653fe814a3cec121cea7b828","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1280x800","1280x584",NA,NA,0,"Consent",10,"In","GHFIEJDKCLBA",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF20978"
"1",1698687089684,"30/10/2023 17:31:29",1698687089684,0,"30/10/2023 17:31:29",149691,4,"questionnaire-1tsk",NA,32581588,9641808,NA,"complete",NA,"653fe84bde361272b8f8247e","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","2560x1440","2560x1291",NA,NA,0,"Consent",10,"In","IJHKGLFAEBDC",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF50322"
"1",1698687119514,"30/10/2023 17:31:59",1698687119514,0,"30/10/2023 17:31:59",149691,4,"questionnaire-1tsk",NA,32581607,9641813,NA,"complete",NA,"653fe88447a99a7aad7137a9","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x963",NA,NA,0,"Consent",10,"In","HIGJFKELDACB",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF96315"
"1",1698687155565,"30/10/2023 17:32:35",1698687155565,0,"30/10/2023 17:32:35",149691,4,"questionnaire-1tsk",NA,32581641,9641816,NA,"complete",NA,"653fe8a9cb74aaae70215aba","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1920x1080","1920x957",NA,NA,0,"Consent",10,"In","LAKBJCIDHEGF",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF03638"
"1",1698687186889,"30/10/2023 17:33:06",1698687186889,0,"30/10/2023 17:33:06",149691,4,"questionnaire-1tsk",NA,32581669,9641822,NA,"complete",NA,"653fe8bd6e949b2df73eb9bd","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 17.1","1470x956","1470x840",NA,NA,0,"Consent",10,"In","ABLCKDJEIFHG",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF96542"
"1",1698687193424,"30/10/2023 17:33:13",1698687193424,0,"30/10/2023 17:33:13",149691,4,"questionnaire-1tsk",NA,32581678,9641823,NA,"complete",NA,"653fe8bf2f30f5dd8f7a5fb7","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x783",NA,NA,0,"Consent",10,"In","JKILHAGBFCED",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF90747"
