"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.vjic","Consent.Form.object.2.I.have.read.and.understood.the.information.sheet.and.hereby.give.my.consent.to.take.part.in.this.experiment.in.full.knowledge.that.data.is.being.recorded...I.Agree.","Consent.Form.object.2.I.have.read.the.information.above.and.understand.I.can.email.the.researchers.with.any.questions...I.Agree.","Consent.Form.object.2.I.consent.to.the.collection.of.the.following.types.of.research.data..Mental.health.questionnaires.and.performance.on.computerised.tasks...I.Agree.","Consent.Form.object.2.I.understand.that.no.identifiable.personal.information.will.be.collected.and.that.my.data.will.be.stored.securely...I.Agree.","Consent.Form.object.2.I.understand.that.participation.is.completely.voluntary.and.that.I.can.withdraw.at.any.point.without.giving.any.reason.and.without.any.penalty..simply.by.closing.my.browser...I.Agree.","Consent.Form.object.2.I.understand.that.confidentiality.will.be.strictly.adhered.to.and.it.will.not.be.possible.to.identify.me.in.any.publications.or.presentations..I.understand.that.such.confidentiality.is.limited.if.evidence.of.wrongdoing.or.potential.harm.is.uncovered..In.such.cases.the.researcher.may.be.obliged.to.contact.relevant.statutory.bodies.agencies...I.Agree.","Consent.Form.object.2.I.understand.the.benefits.of.participating.as.stated.in.the.Information.Sheet..including.the.receipt.of.financial.compensation..at.the.rate.of..8.per.hour...I.Agree.","Consent.Form.object.2.I.understand.that.only.fully.anonymised.research.data.from.the.study.will.be.presented..published.or.archived.in.an.open.access.repository..which.might.be.used.for.future.analysis.by.other.researchers.not.connected.with.UCL...I.Agree.","Consent.Form.object.2.I.hereby.confirm.that.I.am.aged.18.25..speak.fluent.English..and.have.a.good.internet.connection...I.Agree.","Consent.Form.object.2.I.consent.to.take.part.in.the.study...I.Agree.","Random_ID"
"1",1707930542604,"14/02/2024 17:09:02",1707930542604,0,"14/02/2024 17:09:02",163173,5,"questionnaire-1tsk",NA,35149360,10387499,NA,"complete",NA,"65ccf3430ed0fd86d10054a7","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","958x943",NA,NA,0,"Consent",11,"In","JKILHAGBFCED",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF01065"
"1",1707930559774,"14/02/2024 17:09:19",1707930559774,0,"14/02/2024 17:09:19",163173,5,"questionnaire-1tsk",NA,35149374,10387501,NA,"complete",NA,"65ccf3b1079131ffd5cbe632","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x815",NA,NA,0,"Consent",11,"In","KLJAIBHCGDFE",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF88213"
"1",1707930606090,"14/02/2024 17:10:06",1707912606090,-5,"14/02/2024 07:10:06",163173,5,"questionnaire-1tsk",NA,35149427,10387506,NA,"complete",NA,"65ccf3d9e62215312acf18ac","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1422x790",NA,NA,0,"Consent",11,"In","ABLCKDJEIFHG",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF13097"
"1",1707930680428,"14/02/2024 17:11:20",1707930680428,0,"14/02/2024 17:11:20",163173,5,"questionnaire-1tsk",NA,35149514,10387524,NA,"complete",NA,"65ccf40ac163c204f747e289","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,0,"Consent",11,"In","BCADLEKFJGIH",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF64836"
"1",1707930684923,"14/02/2024 17:11:24",1707930684923,0,"14/02/2024 17:11:24",163173,5,"questionnaire-1tsk",NA,35149519,10387526,NA,"complete",NA,"65ccf4349dae843a0d0f9880","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1920x1080","1703x844",NA,NA,0,"Consent",11,"In","DECFBGAHLIKJ",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF02797"
"1",1707930777388,"14/02/2024 17:12:57",1707930777388,0,"14/02/2024 17:12:57",163173,5,"questionnaire-1tsk",NA,35149650,10387555,NA,"complete",NA,"65ccf482e1bae130ba2a80c2","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x800","1280x673",NA,NA,0,"Consent",11,"In","EFDGCHBIAJLK",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF54374"
"1",1707930801020,"14/02/2024 17:13:21",1707930801020,0,"14/02/2024 17:13:21",163173,5,"questionnaire-1tsk",NA,35149691,10387564,NA,"complete",NA,"65ccf48b8a8e9c826f9c5ecf","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"Consent",11,"In","FGEHDICJBKAL",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF10666"
"1",1707930906448,"14/02/2024 17:15:06",1707930906448,0,"14/02/2024 17:15:06",163173,5,"questionnaire-1tsk",NA,35149806,10387604,NA,"complete",NA,"65ccf509ab1e0c50343ca407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x695",NA,NA,0,"Consent",11,"In","GHFIEJDKCLBA",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF41746"
"1",1707930940876,"14/02/2024 17:15:40",1707930940876,0,"14/02/2024 17:15:40",163173,5,"questionnaire-1tsk",NA,35149854,10387622,NA,"complete",NA,"65ccf525ad4f6da6f1dc487c","computer","Desktop or Laptop","Windows 10","Firefox 122.0","1366x768","1366x635",NA,NA,0,"Consent",11,"In","IJHKGLFAEBDC",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF56705"
"1",1707930951055,"14/02/2024 17:15:51",1707930951055,0,"14/02/2024 17:15:51",163173,5,"questionnaire-1tsk",NA,35149869,10387626,NA,"complete",NA,"65ccf540792c7d5ae6024ccb","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","2048x926",NA,NA,0,"Consent",11,"In","HIGJFKELDACB",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF62405"
"1",1707931013110,"14/02/2024 17:16:53",1707931013110,0,"14/02/2024 17:16:53",163173,5,"questionnaire-1tsk",NA,35149939,10387633,NA,"complete",NA,"65ccf57bc06aada397cbe508","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1470x956","1470x833",NA,NA,0,"Consent",11,"In","JKILHAGBFCED",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF36379"
"1",1707931105276,"14/02/2024 17:18:25",1707931105276,0,"14/02/2024 17:18:25",163173,5,"questionnaire-1tsk",NA,35150044,10387660,NA,"complete",NA,"65ccf5aec925b33add15f64a","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x551",NA,NA,0,"Consent",11,"In","LAKBJCIDHEGF",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF53772"
"1",1707931122216,"14/02/2024 17:18:42",1707931122216,0,"14/02/2024 17:18:42",163173,5,"questionnaire-1tsk",NA,35150065,10387662,NA,"complete",NA,"65ccf5d589fa91e9c82510cc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x779",NA,NA,0,"Consent",11,"In","KLJAIBHCGDFE",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF05446"
"1",1707931123221,"14/02/2024 17:18:43",1707931123221,0,"14/02/2024 17:18:43",163173,5,"questionnaire-1tsk",NA,35150070,10387663,NA,"complete",NA,"65ccf5e94f2075e81ebd114e","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1600x1000","1600x912",NA,NA,0,"Consent",11,"In","ABLCKDJEIFHG",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF96993"
"1",1707931145359,"14/02/2024 17:19:05",1707931145359,0,"14/02/2024 17:19:05",163173,5,"questionnaire-1tsk",NA,35150095,10387669,NA,"complete",NA,"65ccf5c37b5daf953908dda9","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x551",NA,NA,0,"Consent",11,"In","BCADLEKFJGIH",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF66727"
"1",1707931222375,"14/02/2024 17:20:22",1707931222375,0,"14/02/2024 17:20:22",163173,5,"questionnaire-1tsk",NA,35150177,10387681,NA,"complete",NA,"65ccf64655a9a46df1623885","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1185x728",NA,NA,0,"Consent",11,"In","DECFBGAHLIKJ",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF48256"
"1",1707931267588,"14/02/2024 17:21:07",1707931267588,0,"14/02/2024 17:21:07",163173,5,"questionnaire-1tsk",NA,35150251,10387698,NA,"complete",NA,"65ccf677d89ea75f23a6f20f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x551",NA,NA,0,"Consent",11,"In","EFDGCHBIAJLK",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF62264"
"1",1707931288204,"14/02/2024 17:21:28",1707931288204,0,"14/02/2024 17:21:28",163173,5,"questionnaire-1tsk",NA,35150269,10387699,NA,"complete",NA,"65ccf65e82d02149b515f608","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 17.0","1440x900","960x546",NA,NA,0,"Consent",11,"In","FGEHDICJBKAL",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF54733"
"1",1707931294728,"14/02/2024 17:21:34",1707913294728,-5,"14/02/2024 07:21:34",163173,5,"questionnaire-1tsk",NA,35150275,10387701,NA,"complete",NA,"65ccf68189fa91e9c82510f1","computer","Desktop or Laptop","Windows 10","Firefox 122.0","1536x864","1536x739",NA,NA,0,"Consent",11,"In","GHFIEJDKCLBA",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF94910"
"1",1707931416274,"14/02/2024 17:23:36",1707931416274,0,"14/02/2024 17:23:36",163173,5,"questionnaire-1tsk",NA,35150432,10387725,NA,"complete",NA,"65ccf702018a2f91fd4de631","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x960","1536x825",NA,NA,0,"Consent",11,"In","HIGJFKELDACB",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF36650"
"1",1707931494501,"14/02/2024 17:24:54",1707935094501,1,"14/02/2024 19:24:54",163173,5,"questionnaire-1tsk",NA,35150541,10387747,NA,"complete",NA,"65ccf6917c8fa41cb1d4af26","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1920x1243","1110x877",NA,NA,0,"Consent",11,"In","GHFIEJDKCLBA",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF00664"
"1",1707931493950,"14/02/2024 17:24:53",1707931493950,0,"14/02/2024 17:24:53",163173,5,"questionnaire-1tsk",NA,35150555,10387748,NA,"complete",NA,"65ccf73ff4a81c34530b9eac","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x633",NA,NA,0,"Consent",11,"In","JKILHAGBFCED",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF71024"
"1",1707931507291,"14/02/2024 17:25:07",1707931507291,0,"14/02/2024 17:25:07",163173,5,"questionnaire-1tsk",NA,35150575,10387752,NA,"complete",NA,"65ccf73689fa91e9c8251121","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1371x749",NA,NA,0,"Consent",11,"In","IJHKGLFAEBDC",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF15001"
"1",1707931513522,"14/02/2024 17:25:13",1707931513522,0,"14/02/2024 17:25:13",163173,5,"questionnaire-1tsk",NA,35150585,10387753,NA,"complete",NA,"65ccf76e377ad148b585a8c3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Consent",11,"In","CDBEAFLGKHJI",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF88210"
"1",1707931536222,"14/02/2024 17:25:36",1707931536222,0,"14/02/2024 17:25:36",163173,5,"questionnaire-1tsk",NA,35150605,10387755,NA,"complete",NA,"65ccf787f963d201475b6eff","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x703",NA,NA,0,"Consent",11,"In","FGEHDICJBKAL",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF06162"
"1",1707931541130,"14/02/2024 17:25:41",1707931541130,0,"14/02/2024 17:25:41",163173,5,"questionnaire-1tsk",NA,35150615,10387759,NA,"complete",NA,"65ccf78189fa91e9c8251131","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Consent",11,"In","LAKBJCIDHEGF",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF32156"
"1",1707931545552,"14/02/2024 17:25:45",1707931545552,0,"14/02/2024 17:25:45",163173,5,"questionnaire-1tsk",NA,35150619,10387761,NA,"complete",NA,"65ccf78ccc80b4427ad4af6b","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x960","1536x791",NA,NA,0,"Consent",11,"In","KLJAIBHCGDFE",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF84633"
"1",1707931564468,"14/02/2024 17:26:04",1707902764468,-8,"14/02/2024 01:26:04",163173,5,"questionnaire-1tsk",NA,35150635,10387764,NA,"complete",NA,"65ccf797edaff64f4e89c51b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1728x1117","1676x866",NA,NA,0,"Consent",11,"In","BCADLEKFJGIH",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF06732"
"1",1707931574459,"14/02/2024 17:26:14",1707931574459,0,"14/02/2024 17:26:14",163173,5,"questionnaire-1tsk",NA,35150649,10387766,NA,"complete",NA,"65ccf7798a8e9c826f9c5fec","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0.3","1440x900","1440x812",NA,NA,0,"Consent",11,"In","DECFBGAHLIKJ",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF59606"
"1",1707931579406,"14/02/2024 17:26:19",1707931579406,0,"14/02/2024 17:26:19",163173,5,"questionnaire-1tsk",NA,35150659,10387767,NA,"complete",NA,"65ccf7b1377ad148b585a8d2","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x595",NA,NA,0,"Consent",11,"In","ABLCKDJEIFHG",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF42960"
"1",1707931624253,"14/02/2024 17:27:04",1707931624253,0,"14/02/2024 17:27:04",163173,5,"questionnaire-1tsk",NA,35150722,10387778,NA,"complete",NA,"65ccf7dddd4d3731bca8b7ed","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x695",NA,NA,0,"Consent",11,"In","EFDGCHBIAJLK",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF27407"
"1",1707931704343,"14/02/2024 17:28:24",1707931704343,0,"14/02/2024 17:28:24",163173,5,"questionnaire-1tsk",NA,35150833,10387794,NA,"complete",NA,"65ccf8238ddcf415d9208f97","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x911",NA,NA,0,"Consent",11,"In","GHFIEJDKCLBA",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF42249"
"1",1707931709311,"14/02/2024 17:28:29",1707931709311,0,"14/02/2024 17:28:29",163173,5,"questionnaire-1tsk",NA,35150846,10387797,NA,"complete",NA,"65ccf83047b5641587110d69","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"Consent",11,"In","HIGJFKELDACB",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF20908"
"1",1707931850424,"14/02/2024 17:30:50",1707967850424,10,"15/02/2024 13:30:50",163173,5,"questionnaire-1tsk",NA,35151011,10387823,NA,"complete",NA,"65ccf8b365e6e71ce098f195","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x607",NA,NA,0,"Consent",11,"In","JKILHAGBFCED",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF98941"
"1",1707931888098,"14/02/2024 17:31:28",1707931888098,0,"14/02/2024 17:31:28",163173,5,"questionnaire-1tsk",NA,35151077,10387834,NA,"complete",NA,"65ccf8daaa631da9ca8f473b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","2560x1440","2560x1243",NA,NA,0,"Consent",11,"In","KLJAIBHCGDFE",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF37738"
"1",1707931913362,"14/02/2024 17:31:53",1707931913362,0,"14/02/2024 17:31:53",163173,5,"questionnaire-1tsk",NA,35151109,10387841,NA,"complete",NA,"65ccf7aa016df0e332dff1bc","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x585",NA,NA,0,"Consent",11,"In","LAKBJCIDHEGF",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF63488"
"1",1707932001830,"14/02/2024 17:33:21",1707932001830,0,"14/02/2024 17:33:21",163173,5,"questionnaire-1tsk",NA,35151215,10387861,NA,"complete",NA,"65ccf8af3164aba72df52bd1","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,0,"Consent",11,"In","ABLCKDJEIFHG",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF77020"
"1",1707932072880,"14/02/2024 17:34:32",1707932072880,0,"14/02/2024 17:34:32",163173,5,"questionnaire-1tsk",NA,35151304,10387877,NA,"complete",NA,"65ccf95806151f0d36e04283","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x681",NA,NA,0,"Consent",11,"In","BCADLEKFJGIH",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF88097"
"1",1707932087668,"14/02/2024 17:34:47",1707932087668,0,"14/02/2024 17:34:47",163173,5,"questionnaire-1tsk",NA,35151323,10387879,NA,"complete",NA,"65ccf9a2b0efb42d06251545","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1366x768","1318x646",NA,NA,0,"Consent",11,"In","CDBEAFLGKHJI",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF72992"
"1",1707932209885,"14/02/2024 17:36:49",1707932209885,0,"14/02/2024 17:36:49",163173,5,"questionnaire-1tsk",NA,35151487,10387907,NA,"complete",NA,"65ccf91d2db74dea4b209019","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x585",NA,NA,0,"Consent",11,"In","EFDGCHBIAJLK",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF82422"
"1",1707932214952,"14/02/2024 17:36:54",1707932214952,0,"14/02/2024 17:36:54",163173,5,"questionnaire-1tsk",NA,35151490,10387909,NA,"complete",NA,"65ccf9d72dce2086b996c980","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x607",NA,NA,0,"Consent",11,"In","DECFBGAHLIKJ",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF02872"
"1",1707932360335,"14/02/2024 17:39:20",1707932360335,0,"14/02/2024 17:39:20",163173,5,"questionnaire-1tsk",NA,35151688,10387940,NA,"complete",NA,"65ccfaa2e62215312acf19fe","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x695",NA,NA,0,"Consent",11,"In","FGEHDICJBKAL",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF32301"
"1",1707933128951,"14/02/2024 17:52:08",1707933128951,0,"14/02/2024 17:52:08",163173,5,"questionnaire-1tsk",NA,35152372,10388064,NA,"complete",NA,"65ccf8fe9e917c11e93bf0d8","computer","Desktop or Laptop","Windows 10","Edge 121.0.0.0","1366x768","1358x654",NA,NA,0,"Consent",11,"In","HIGJFKELDACB",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF69675"
"1",1707933565166,"14/02/2024 17:59:25",1707933565166,0,"14/02/2024 17:59:25",163173,5,"questionnaire-1tsk",NA,35152813,10388170,NA,"complete",NA,"65ccff7276d1e7e176ecd8cb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 95.0.4638.54","1440x900","1440x821",NA,NA,0,"Consent",11,"In","IJHKGLFAEBDC",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF50626"
"1",1707933709768,"14/02/2024 18:01:49",1707933709768,0,"14/02/2024 18:01:49",163173,5,"questionnaire-1tsk",NA,35152966,10388203,NA,"complete",NA,"65ccff82f200e9541dc03e61","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1280x617",NA,NA,0,"Consent",11,"In","JKILHAGBFCED",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF65249"
