"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","Consent.Form.object.2.I.have.read.and.understood.the.information.sheet.and.hereby.give.my.consent.to.take.part.in.this.experiment.in.full.knowledge.that.data.is.being.recorded...I.Agree.","Consent.Form.object.2.I.have.read.the.information.above.and.understand.I.can.email.the.researchers.with.any.questions...I.Agree.","Consent.Form.object.2.I.consent.to.the.collection.of.the.following.types.of.research.data..Mental.health.questionnaires.and.performance.on.computerised.tasks...I.Agree.","Consent.Form.object.2.I.understand.that.no.identifiable.personal.information.will.be.collected.and.that.my.data.will.be.stored.securely...I.Agree.","Consent.Form.object.2.I.understand.that.participation.is.completely.voluntary.and.that.I.can.withdraw.at.any.point.without.giving.any.reason.and.without.any.penalty..simply.by.closing.my.browser...I.Agree.","Consent.Form.object.2.I.understand.that.confidentiality.will.be.strictly.adhered.to.and.it.will.not.be.possible.to.identify.me.in.any.publications.or.presentations..I.understand.that.such.confidentiality.is.limited.if.evidence.of.wrongdoing.or.potential.harm.is.uncovered..In.such.cases.the.researcher.may.be.obliged.to.contact.relevant.statutory.bodies.agencies...I.Agree.","Consent.Form.object.2.I.understand.the.benefits.of.participating.as.stated.in.the.Information.Sheet..including.the.receipt.of.financial.compensation..at.the.rate.of..8.per.hour...I.Agree.","Consent.Form.object.2.I.understand.that.only.fully.anonymised.research.data.from.the.study.will.be.presented..published.or.archived.in.an.open.access.repository..which.might.be.used.for.future.analysis.by.other.researchers.not.connected.with.UCL...I.Agree.","Consent.Form.object.2.I.hereby.confirm.that.I.am.aged.18.25..speak.fluent.English..and.have.a.good.internet.connection...I.Agree.","Consent.Form.object.2.I.consent.to.take.part.in.the.study...I.Agree.","Random_ID"
"1",1718884807840,"20/06/2024 12:00:07",1718888407840,1,"20/06/2024 14:00:07",178265,9,"questionnaire-1tsk",NA,38393111,11284875,NA,"complete",NA,"667419b86853a5d3ea662fb6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x703",NA,NA,0,"Consent",11,"In","IJHKGAFBECD",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF73133"
"1",1718884998544,"20/06/2024 12:03:18",1718888598544,1,"20/06/2024 14:03:18",178265,9,"questionnaire-1tsk",NA,38393231,11284903,NA,"complete",NA,"667419f23ae34288567110bc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x833",NA,NA,0,"Consent",11,"In","JKIAHBGCFDE",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF09311"
"1",1718885013466,"20/06/2024 12:03:33",1718888613466,1,"20/06/2024 14:03:33",178265,9,"questionnaire-1tsk",NA,38393243,11284904,NA,"complete",NA,"66741a82d376d07b0f7316e7","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1279",NA,NA,0,"Consent",11,"In","KAJBICHDGEF",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF61412"
"1",1718885453266,"20/06/2024 12:10:53",1718889053266,1,"20/06/2024 14:10:53",178265,9,"questionnaire-1tsk",NA,38393557,11284955,NA,"complete",NA,"66741ba56db16cb3c00264e0","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x945",NA,NA,0,"Consent",11,"In","ABKCJDIEHFG",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF98743"
"1",1718885637676,"20/06/2024 12:13:57",1718889237676,1,"20/06/2024 14:13:57",178265,9,"questionnaire-1tsk",NA,38393671,11284975,NA,"complete",NA,"66741ccaa937e5fc87703603","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","958x944",NA,NA,0,"Consent",11,"In","BCADKEJFIGH",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF18538"
"1",1718885772084,"20/06/2024 12:16:12",1718889372084,1,"20/06/2024 14:16:12",178265,9,"questionnaire-1tsk",NA,38393727,11284991,NA,"complete",NA,"66741bf25420df405f010fb6","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Consent",11,"In","CDBEAFKGJHI",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF20810"
"1",1718885785370,"20/06/2024 12:16:25",1718889385370,1,"20/06/2024 14:16:25",178265,9,"questionnaire-1tsk",NA,38393736,11284994,NA,"complete",NA,"66741ca1d5b0121b5a819963","computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1080x1920","1080x1799",NA,NA,0,"Consent",11,"In","DECFBGAHKIJ",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF81485"
"1",1718887176897,"20/06/2024 12:39:36",1718890776897,1,"20/06/2024 14:39:36",178265,9,"questionnaire-1tsk",NA,38394615,11285240,NA,"complete",NA,"667422f2bef477d910655498","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 125.0.0.0","1396x785","1397x616",NA,NA,0,"Consent",11,"In","FGEHDICJBKA",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF24504"
"1",1718888477758,"20/06/2024 13:01:17",1718892077758,1,"20/06/2024 15:01:17",178265,9,"questionnaire-1tsk",NA,38395354,11285472,NA,"complete",NA,"667427edab2b66350d5601d2","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","890x586",NA,NA,0,"Consent",11,"In","GHFIEJDKCAB",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF02217"
"1",1718889219975,"20/06/2024 13:13:39",1718874819975,-4,"20/06/2024 05:13:39",178265,9,"questionnaire-1tsk",NA,38395730,11285566,NA,"complete",NA,"66741affc3b799be351043ba","computer","Desktop or Laptop","Windows 10","Chrome 128.0.0.0","1280x720","1280x632",NA,NA,0,"Consent",11,"In","HIGJFKEADBC",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF31972"
"1",1718890352647,"20/06/2024 13:32:32",1718893952647,1,"20/06/2024 15:32:32",178265,9,"questionnaire-1tsk",NA,38396350,11285719,NA,"complete",NA,"66741bff01568cce646e784f","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"Consent",11,"In","IJHKGAFBECD",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF94218"
