"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.k5rb","randomiser.rz7w","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand_M","Spreadsheet..Answer","Spreadsheet..C_points","Spreadsheet..L_points","Spreadsheet..W_points","Spreadsheet..rand_G","Manipulation..Spreadsheet","Store..Choice","Store..total","Store..total_score","Store..pounds","Store..total_money","Store..partA","Store..MoneyReward","Store..pointsPR","Random_ID"
"11",1730468900424,"01/11/2024 13:48:20",1730468900424,0,"01/11/2024 13:48:20",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Instructions","Screen 7","re2b58",7,"response","back",8854.49999997616,8848.8,8854.49999997616,8854.49999997616,8848.8,8854.49999997616,1,8854.49999997616,0,0,NA,"Click Response","Back Button",3,"object-383","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"12",1730468901220,"01/11/2024 13:48:21",1730468901220,0,"01/11/2024 13:48:21",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Instructions","Screen 6","13xe5l",8,"response","back",801.699999976161,798.400000000009,801.699999976161,801.699999976161,798.400000000009,801.699999976161,1,801.699999976161,0,0,NA,"Click Response","Back Button",4,"object-382","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"13",1730468902157,"01/11/2024 13:48:22",1730468902157,0,"01/11/2024 13:48:22",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Instructions","Screen 5","5jisqh",9,"response","back",940.899999999994,931.299999999988,940.899999999994,940.899999999994,931.299999999988,940.899999999994,1,940.899999999994,0,0,NA,"Click Response","Back Button",4,"object-381","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"14",1730468909467,"01/11/2024 13:48:29",1730468909467,0,"01/11/2024 13:48:29",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Instructions","Screen 4","3hq7c2",10,"response","back",7318.30000000002,7301.90000000001,7318.30000000002,7318.30000000002,7301.90000000001,7318.30000000002,1,7318.30000000002,0,0,NA,"Click Response","Back Button",2,"object-229","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"15",1730468912670,"01/11/2024 13:48:32",1730468912670,0,"01/11/2024 13:48:32",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Instructions","Screen 3","o6zm7t",11,"response","back",3220.30000002384,3210.2,3220.30000002384,3220.30000002384,3210.2,3220.30000002384,1,3220.30000002384,0,0,NA,"Click Response","Back Button",4,"object-379","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"16",1730468914533,"01/11/2024 13:48:34",1730468914533,0,"01/11/2024 13:48:34",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Instructions","Screen 2","x2kpu8",12,"continue","",1873.10000002384,1862.89999999999,1873.10000002384,1873.10000002384,1862.89999999999,1873.10000002384,1,1873.10000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-22021","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"17",1730468915399,"01/11/2024 13:48:35",1730468915399,0,"01/11/2024 13:48:35",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Instructions","Screen 3","o6zm7t",13,"continue","",876.499999976164,865,876.499999976164,876.499999976164,865,876.499999976164,1,876.499999976164,0,0,NA,"Click To Continue","Continue Button",2,"object-225","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"18",1730468916123,"01/11/2024 13:48:36",1730468916123,0,"01/11/2024 13:48:36",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Instructions","Screen 4","3hq7c2",14,"continue","",735.499999976164,731.900000000009,735.499999976164,735.499999976164,731.900000000009,735.499999976164,1,735.499999976164,0,0,NA,"Click To Continue","Continue Button",4,"object-380","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"19",1730468916961,"01/11/2024 13:48:36",1730468916961,0,"01/11/2024 13:48:36",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Instructions","Screen 5","5jisqh",15,"continue","",841.800000023839,831.599999999991,841.800000023839,841.800000023839,831.599999999991,841.800000023839,1,841.800000023839,0,0,NA,"Click To Continue","Continue Button",2,"object-233","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"20",1730468918079,"01/11/2024 13:48:38",1730468918079,0,"01/11/2024 13:48:38",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Instructions","Screen 6","13xe5l",16,"continue","",1127.89999995232,1114.5,1127.89999995232,1127.89999995232,1114.5,1127.89999995232,1,1127.89999995232,0,0,NA,"Click To Continue","Continue Button",2,"object-237","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"21",1730468919218,"01/11/2024 13:48:39",1730468919218,0,"01/11/2024 13:48:39",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Instructions","Screen 7","re2b58",17,"continue","",1152.70000002385,1147.70000000001,1152.70000002385,1152.70000002385,1147.70000000001,1152.70000002385,1,1152.70000002385,0,0,NA,"Click To Continue","Continue Button",2,"object-241","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"22",1730468919240,"01/11/2024 13:48:39",1730468919240,0,"01/11/2024 13:48:39",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Rating","Screen 1","hx8b5a",1,"info","",16.7000000000116,0,16.7000000000116,16.7000000000116,0,16.7000000000116,1,16.7000000000116,0,0,NA,"Slider","MoodSlider",2,"object-243","Rating","happy","not happy","happy",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"23",1730468923053,"01/11/2024 13:48:43",1730468923053,0,"01/11/2024 13:48:43",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Rating","Screen 1","hx8b5a",1,"continue","",3839.09999992847,3825.5,3839.09999992847,3839.09999992847,3825.5,3839.09999992847,1,3839.09999992847,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","not happy","happy",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"24",1730468923060,"01/11/2024 13:48:43",1730468923060,0,"01/11/2024 13:48:43",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Rating","Screen 1","hx8b5a",1,"response","51",2810.89999999999,3825.5,3842.20000000001,2810.89999999999,3825.5,3842.20000000001,1,2810.89999999999,1031.30000000002,0,NA,"Slider","MoodSlider",2,"object-243","Rating","happy","not happy","happy",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"25",1730468923083,"01/11/2024 13:48:43",1730468923083,0,"01/11/2024 13:48:43",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",2,"Rating","Screen 1","hx8b5a",1,"info","",16.7000000000116,0,16.7000000000116,16.7000000000116,0,16.7000000000116,1,16.7000000000116,0,0,NA,"Slider","MoodSlider",2,"object-243","Rating","frustrated","not frustrated","frustrated",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"26",1730468926470,"01/11/2024 13:48:46",1730468926470,0,"01/11/2024 13:48:46",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",2,"Rating","Screen 1","hx8b5a",1,"continue","",3431.09999992847,3426.39999999999,3431.09999992847,3431.09999992847,3426.39999999999,3431.09999992847,1,3431.09999992847,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"27",1730468926471,"01/11/2024 13:48:46",1730468926471,0,"01/11/2024 13:48:46",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",2,"Rating","Screen 1","hx8b5a",1,"response","67",2345.39999999999,3426.39999999999,3431.69999995231,2345.39999999999,3426.39999999999,3431.69999995231,1,2345.39999999999,1086.29999995232,0,NA,"Slider","MoodSlider",2,"object-243","Rating","frustrated","not frustrated","frustrated",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"28",1730468926486,"01/11/2024 13:48:46",1730468926486,0,"01/11/2024 13:48:46",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",3,"Rating","Screen 1","hx8b5a",1,"info","",16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,NA,"Slider","MoodSlider",2,"object-243","Rating","bored","not bored","bored",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"29",1730468931494,"01/11/2024 13:48:51",1730468931494,0,"01/11/2024 13:48:51",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",3,"Rating","Screen 1","hx8b5a",1,"continue","",5028.29999995232,5023.39999999999,5028.29999995232,5028.29999995232,5023.39999999999,5028.29999995232,1,5028.29999995232,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"30",1730468931495,"01/11/2024 13:48:51",1730468931495,0,"01/11/2024 13:48:51",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",3,"Rating","Screen 1","hx8b5a",1,"response","18",2312,5023.39999999999,5029.29999995232,2312,5023.39999999999,5029.29999995232,1,2312,2717.29999995232,0,NA,"Slider","MoodSlider",2,"object-243","Rating","bored","not bored","bored",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"31",1730468933452,"01/11/2024 13:48:53",1730468933452,0,"01/11/2024 13:48:53",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"winB","Screen 1","pkkyi8",1,"continue","",1962.60000000001,1962.60000000001,1962.60000000001,1962.60000000001,1962.60000000001,1962.60000000001,1,1962.60000000001,0,0,NA,"Fixation Timing","Fixation",1,"object-246","winB","","","",NA,"Right",0.33,0,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF56321"
"32",1730468934624,"01/11/2024 13:48:54",1730468934624,0,"01/11/2024 13:48:54",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"winB","choice","5lszbx",2,"response","Left",1165.60000000001,1148.3,1165.60000000001,1165.60000000001,1148.3,1165.60000000001,0,1165.60000000001,0,0,NA,"Keyboard Response","KeyResponseC",5,"object-255","winB","","","",NA,"Right",0.33,0,1,1,NA,"Left",NA,0.33,NA,NA,NA,NA,0.33,"MDPRF56321"
"33",1730468939606,"01/11/2024 13:48:59",1730468939606,0,"01/11/2024 13:48:59",193496,6,"task-nz4r",NA,41048921,11986016,NA,"complete",NA,"6724cd42a22f88c072cebf93","computer","Desktop or Laptop","Windows 10","Chrome 130.0.0.0","1280x720","1280x720",NA,NA,0,"Gambling_GBO",15,"In","BCADKEJFIGH",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"winB","certain","nw4etn",3,"timedOut","",5006.7,5005.90000000001,5006.7,5006.7,5005.90000000001,5006.7,1,5006.7,0,0,NA,"Time Limit","screen",0,"screen","winB","","","",NA,"Right",0.33,0,1,1,NA,"Left",NA,0.33,NA,NA,NA,NA,0.33,"MDPRF56321"
