"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.k5rb","randomiser.rz7w","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand_M","Spreadsheet..Answer","Spreadsheet..C_points","Spreadsheet..L_points","Spreadsheet..W_points","Spreadsheet..rand_G","Manipulation..Spreadsheet","Store..Choice","Store..total","Store..total_score","Store..pounds","Store..total_money","Store..partA","Store..MoneyReward","Store..pointsPR","Random_ID"
"11",1730467253436,"01/11/2024 13:20:53",1730467253436,0,"01/11/2024 13:20:53",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",1,"Instructions","Screen 5","5jisqh",7,"continue","",6809.09999998212,6799.40000000001,6809.09999998212,6809.09999998212,6799.40000000001,6809.09999998212,1,6809.09999998212,0,0,NA,"Click To Continue","Continue Button",2,"object-233","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF05688"
"12",1730467254768,"01/11/2024 13:20:54",1730467254768,0,"01/11/2024 13:20:54",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",1,"Instructions","Screen 6","13xe5l",8,"continue","",1342.39999999999,1334.5,1342.39999999999,1342.39999999999,1334.5,1342.39999999999,1,1342.39999999999,0,0,NA,"Click To Continue","Continue Button",2,"object-237","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF05688"
"13",1730467258120,"01/11/2024 13:20:58",1730467258120,0,"01/11/2024 13:20:58",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",1,"Instructions","Screen 7","re2b58",9,"continue","",3358.99999999403,3349.89999999999,3358.99999999403,3358.99999999403,3349.89999999999,3358.99999999403,1,3358.99999999403,0,0,NA,"Click To Continue","Continue Button",2,"object-241","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF05688"
"14",1730467258139,"01/11/2024 13:20:58",1730467258139,0,"01/11/2024 13:20:58",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",1,"Rating","Screen 1","hx8b5a",1,"info","",16.2999999999884,0,16.2999999999884,16.2999999999884,0,16.2999999999884,1,16.2999999999884,0,0,NA,"Slider","MoodSlider",2,"object-243","Rating","bored","not bored","bored",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF05688"
"15",1730467261103,"01/11/2024 13:21:01",1730467261103,0,"01/11/2024 13:21:01",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",1,"Rating","Screen 1","hx8b5a",1,"continue","",2992.19999998808,2983.60000000001,2992.19999998808,2992.19999998808,2983.60000000001,2992.19999998808,1,2992.19999998808,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF05688"
"16",1730467261105,"01/11/2024 13:21:01",1730467261105,0,"01/11/2024 13:21:01",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",1,"Rating","Screen 1","hx8b5a",1,"response","35",1950.60000000001,2983.60000000001,2993.79999998212,1950.60000000001,2983.60000000001,2993.79999998212,1,1950.60000000001,1043.19999998211,0,NA,"Slider","MoodSlider",2,"object-243","Rating","bored","not bored","bored",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF05688"
"17",1730467261120,"01/11/2024 13:21:01",1730467261120,0,"01/11/2024 13:21:01",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",2,"Rating","Screen 1","hx8b5a",1,"info","",16.8000000000175,0,16.8000000000175,16.8000000000175,0,16.8000000000175,1,16.8000000000175,0,0,NA,"Slider","MoodSlider",2,"object-243","Rating","frustrated","not frustrated","frustrated",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF05688"
"18",1730467263053,"01/11/2024 13:21:03",1730467263053,0,"01/11/2024 13:21:03",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",2,"Rating","Screen 1","hx8b5a",1,"continue","",1958.39999999999,1950.39999999999,1958.39999999999,1958.39999999999,1950.39999999999,1958.39999999999,1,1958.39999999999,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF05688"
"19",1730467263053,"01/11/2024 13:21:03",1730467263053,0,"01/11/2024 13:21:03",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",2,"Rating","Screen 1","hx8b5a",1,"response","35",950.299999999988,1950.39999999999,1959.09999998807,950.299999999988,1950.39999999999,1959.09999998807,1,950.299999999988,1008.79999998808,0,NA,"Slider","MoodSlider",2,"object-243","Rating","frustrated","not frustrated","frustrated",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF05688"
"20",1730467263069,"01/11/2024 13:21:03",1730467263069,0,"01/11/2024 13:21:03",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",3,"Rating","Screen 1","hx8b5a",1,"info","",16.7000000000116,0,16.7000000000116,16.7000000000116,0,16.7000000000116,1,16.7000000000116,0,0,NA,"Slider","MoodSlider",2,"object-243","Rating","happy","not happy","happy",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF05688"
"21",1730467264936,"01/11/2024 13:21:04",1730467264936,0,"01/11/2024 13:21:04",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",3,"Rating","Screen 1","hx8b5a",1,"continue","",1891.59999999404,1883.20000000001,1891.59999999404,1891.59999999404,1883.20000000001,1891.59999999404,1,1891.59999999404,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","not happy","happy",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF05688"
"22",1730467264944,"01/11/2024 13:21:04",1730467264944,0,"01/11/2024 13:21:04",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",3,"Rating","Screen 1","hx8b5a",1,"response","47",1132.39999999999,1883.20000000001,1899.09999999404,1132.39999999999,1883.20000000001,1899.09999999404,1,1132.39999999999,766.699999994045,0,NA,"Slider","MoodSlider",2,"object-243","Rating","happy","not happy","happy",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF05688"
"23",1730467266896,"01/11/2024 13:21:06",1730467266896,0,"01/11/2024 13:21:06",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",1,"lossB","Screen 1","a4fynh",1,"continue","",1967.09999999998,1967.09999999998,1967.09999999998,1967.09999999998,1967.09999999998,1967.09999999998,1,1967.09999999998,0,0,NA,"Fixation Timing","Fixation",1,"object-113","lossB","","","",NA,"Right",2,1,4,1,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF05688"
"24",1730467271075,"01/11/2024 13:21:11",1730467271075,0,"01/11/2024 13:21:11",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",1,"lossB","choice","k9qq8f",2,"response","Left",4178.70000000001,4165.80000000002,4178.70000000001,4178.70000000001,4165.80000000002,4178.70000000001,0,4178.70000000001,0,0,NA,"Keyboard Response","KeyResponseC",5,"object-199","lossB","","","",NA,"Right",2,1,4,1,NA,"Left",NA,2,NA,NA,NA,NA,2,"MDPRF05688"
"25",1730467276073,"01/11/2024 13:21:16",1730467276073,0,"01/11/2024 13:21:16",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",1,"lossB","certain","rptf8c",3,"timedOut","",5012.29999997615,5000.79999999999,5012.29999997615,5012.29999997615,5000.79999999999,5012.29999997615,1,5012.29999997615,0,0,NA,"Time Limit","screen",0,"screen","lossB","","","",NA,"Right",2,1,4,1,NA,"Left",NA,2,NA,NA,NA,NA,2,"MDPRF05688"
"26",1730467276087,"01/11/2024 13:21:16",1730467276087,0,"01/11/2024 13:21:16",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",4,"Rating","Screen 1","hx8b5a",1,"info","",16.1000000000058,0,16.1000000000058,16.1000000000058,0,16.1000000000058,1,16.1000000000058,0,0,NA,"Slider","MoodSlider",2,"object-243","Rating","happy","not happy","happy",2,"",NA,NA,NA,NA,NA,"Left",NA,2,NA,NA,NA,NA,2,"MDPRF05688"
"27",1730467278754,"01/11/2024 13:21:18",1730467278754,0,"01/11/2024 13:21:18",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",4,"Rating","Screen 1","hx8b5a",1,"continue","",2692.19999999405,2684.20000000001,2692.19999999405,2692.19999999405,2684.20000000001,2692.19999999405,1,2692.19999999405,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","not happy","happy",2,"",NA,NA,NA,NA,NA,"Left",NA,2,NA,NA,NA,NA,2,"MDPRF05688"
"28",1730467278755,"01/11/2024 13:21:18",1730467278755,0,"01/11/2024 13:21:18",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",4,"Rating","Screen 1","hx8b5a",1,"response","55",1733.39999999999,2684.20000000001,2692.69999999405,1733.39999999999,2684.20000000001,2692.69999999405,1,1733.39999999999,959.299999994051,0,NA,"Slider","MoodSlider",2,"object-243","Rating","happy","not happy","happy",2,"",NA,NA,NA,NA,NA,"Left",NA,2,NA,NA,NA,NA,2,"MDPRF05688"
"29",1730467278768,"01/11/2024 13:21:18",1730467278768,0,"01/11/2024 13:21:18",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",5,"Rating","Screen 1","hx8b5a",1,"info","",17.5,0,17.5,17.5,0,17.5,1,17.5,0,0,NA,"Slider","MoodSlider",2,"object-243","Rating","frustrated","not frustrated","frustrated",2,"",NA,NA,NA,NA,NA,"Left",NA,2,NA,NA,NA,NA,2,"MDPRF05688"
"30",1730467280203,"01/11/2024 13:21:20",1730467280203,0,"01/11/2024 13:21:20",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",5,"Rating","Screen 1","hx8b5a",1,"continue","",1457.19999998211,1449.10000000001,1457.19999998211,1457.19999998211,1449.10000000001,1457.19999998211,1,1457.19999998211,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",2,"",NA,NA,NA,NA,NA,"Left",NA,2,NA,NA,NA,NA,2,"MDPRF05688"
"31",1730467280204,"01/11/2024 13:21:20",1730467280204,0,"01/11/2024 13:21:20",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",5,"Rating","Screen 1","hx8b5a",1,"response","33",965.699999999982,1449.10000000001,1457.49999999403,965.699999999982,1449.10000000001,1457.49999999403,1,965.699999999982,491.799999994051,0,NA,"Slider","MoodSlider",2,"object-243","Rating","frustrated","not frustrated","frustrated",2,"",NA,NA,NA,NA,NA,"Left",NA,2,NA,NA,NA,NA,2,"MDPRF05688"
"32",1730467280213,"01/11/2024 13:21:20",1730467280213,0,"01/11/2024 13:21:20",193496,6,"task-napx",NA,41048034,11986013,NA,"complete",NA,"6724cd3c613e6534e0c95a7e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Gambling_GBO",15,"In","ABKCJDIEHFG",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",6,"Rating","Screen 1","hx8b5a",1,"info","",16.6000000000058,0,16.6000000000058,16.6000000000058,0,16.6000000000058,1,16.6000000000058,0,0,NA,"Slider","MoodSlider",2,"object-243","Rating","bored","not bored","bored",2,"",NA,NA,NA,NA,NA,"Left",NA,2,NA,NA,NA,NA,2,"MDPRF05688"
