"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Consent.Form.object.2.I.have.read.and.understood.the.information.sheet.and.hereby.give.my.consent.to.take.part.in.this.experiment.in.full.knowledge.that.data.is.being.recorded...I.Agree.","Consent.Form.object.2.I.have.read.the.information.above.and.understand.I.can.email.the.researchers.with.any.questions...I.Agree.","Consent.Form.object.2.I.consent.to.the.collection.of.the.following.types.of.research.data..Mental.health.questionnaires.and.performance.on.computerised.tasks...I.Agree.","Consent.Form.object.2.I.understand.that.no.identifiable.personal.information.will.be.collected.and.that.my.data.will.be.stored.securely...I.Agree.","Consent.Form.object.2.I.understand.that.participation.is.completely.voluntary.and.that.I.can.withdraw.at.any.point.without.giving.any.reason.and.without.any.penalty..simply.by.closing.my.browser...I.Agree.","Consent.Form.object.2.I.understand.that.confidentiality.will.be.strictly.adhered.to.and.it.will.not.be.possible.to.identify.me.in.any.publications.or.presentations..I.understand.that.such.confidentiality.is.limited.if.evidence.of.wrongdoing.or.potential.harm.is.uncovered..In.such.cases.the.researcher.may.be.obliged.to.contact.relevant.statutory.bodies.agencies...I.Agree.","Consent.Form.object.2.I.understand.the.benefits.of.participating.as.stated.in.the.Information.Sheet..including.the.receipt.of.financial.compensation..at.the.rate.of..8.per.hour...I.Agree.","Consent.Form.object.2.I.understand.that.only.fully.anonymised.research.data.from.the.study.will.be.presented..published.or.archived.in.an.open.access.repository..which.might.be.used.for.future.analysis.by.other.researchers.not.connected.with.UCL...I.Agree.","Consent.Form.object.2.I.hereby.confirm.that.I.am.aged.18.25..speak.fluent.English..and.have.a.good.internet.connection...I.Agree.","Consent.Form.object.2.I.consent.to.take.part.in.the.study...I.Agree.","Random_ID"
"1",1701885918126,"06/12/2023 18:05:18",1701885918126,0,"06/12/2023 18:05:18",152734,15,"questionnaire-1tsk",NA,33496800,9909299,NA,"complete",NA,"6570b73236251057f2d1a6d7","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1232x598",NA,NA,0,"Consent",11,"In","JKILHAGBFCED",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF73880"
"1",1701885927323,"06/12/2023 18:05:27",1701885927323,0,"06/12/2023 18:05:27",152734,15,"questionnaire-1tsk",NA,33496811,9909303,NA,"complete",NA,"6570b78f324aed2935065a2b","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x601",NA,NA,0,"Consent",11,"In","CDBEAFLGKHJI",NA,"In",6,"1","1","1","1","1","1","1","1","1","1","MDPRF45811"
"1",1701886111139,"06/12/2023 18:08:31",1701886111139,0,"06/12/2023 18:08:31",152734,15,"questionnaire-1tsk",NA,33496954,9909327,NA,"complete",NA,"6570b891def6aeab21672509","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x756",NA,NA,0,"Consent",11,"In","BCADLEKFJGIH",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF66053"
"1",1701886226011,"06/12/2023 18:10:26",1701886226011,0,"06/12/2023 18:10:26",152734,15,"questionnaire-1tsk",NA,33497082,9909345,NA,"complete",NA,"6570b901f4750c58dffb72a5","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x911",NA,NA,0,"Consent",11,"In","EFDGCHBIAJLK",NA,"In",5,"1","1","1","1","1","1","1","1","1","1","MDPRF42986"
"1",1701886384743,"06/12/2023 18:13:04",1701886384743,0,"06/12/2023 18:13:04",152734,15,"questionnaire-1tsk",NA,33497253,9909372,NA,"complete",NA,"6570b8f71a9a7ef8f0eedc0f","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1280x720","1280x569",NA,NA,0,"Consent",11,"In","FGEHDICJBKAL",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF46330"
"1",1701886349989,"06/12/2023 18:12:29",1701886349989,0,"06/12/2023 18:12:29",152734,15,"questionnaire-1tsk",NA,33497350,9909391,NA,"complete",NA,"6570b93d9e438e9c5de027a1","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x571",NA,NA,0,"Consent",11,"In","GHFIEJDKCLBA",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF42158"
"1",1701886556625,"06/12/2023 18:15:56",1701886556625,0,"06/12/2023 18:15:56",152734,15,"questionnaire-1tsk",NA,33497431,9909404,NA,"complete",NA,"6570ba4d8ecf605977c7a630","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1366x768","1366x611",NA,NA,0,"Consent",11,"In","HIGJFKELDACB",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF92026"
"1",1701886573639,"06/12/2023 18:16:13",1701886573639,0,"06/12/2023 18:16:13",152734,15,"questionnaire-1tsk",NA,33497452,9909408,NA,"complete",NA,"6570ba0f9df66f11ec0692f0","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Consent",11,"In","IJHKGLFAEBDC",NA,"In",5,"1","1","1","1","1","1","1","1","1","1","MDPRF36846"
"1",1701886699024,"06/12/2023 18:18:19",1701886699024,0,"06/12/2023 18:18:19",152734,15,"questionnaire-1tsk",NA,33497606,9909430,NA,"complete",NA,"6570ba1e41714cafb761f2eb","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"Consent",11,"In","KLJAIBHCGDFE",NA,"In",5,"1","1","1","1","1","1","1","1","1","1","MDPRF17780"
"1",1701886708322,"06/12/2023 18:18:28",1701886708322,0,"06/12/2023 18:18:28",152734,15,"questionnaire-1tsk",NA,33497619,9909433,NA,"complete",NA,"6570bae6591c60cd26d22231","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x668",NA,NA,0,"Consent",11,"In","JKILHAGBFCED",NA,"In",6,"1","1","1","1","1","1","1","1","1","1","MDPRF78837"
"1",1701886745000,"06/12/2023 18:19:05",1701886745000,0,"06/12/2023 18:19:05",152734,15,"questionnaire-1tsk",NA,33497653,9909437,NA,"complete",NA,"6570bb0355549bf4232822fa","computer","Desktop or Laptop","Windows 10","Opera 104.0.0.0","2560x1440","2519x1368",NA,NA,0,"Consent",11,"In","LAKBJCIDHEGF",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF29165"
"1",1701886760219,"06/12/2023 18:19:20",1701886760219,0,"06/12/2023 18:19:20",152734,15,"questionnaire-1tsk",NA,33497665,9909440,NA,"complete",NA,"6570bb1f92bfaac7fded5711","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x593",NA,NA,0,"Consent",11,"In","ABLCKDJEIFHG",NA,"In",6,"1","1","1","1","1","1","1","1","1","1","MDPRF35299"
"1",1701886854826,"06/12/2023 18:20:54",1701886854826,0,"06/12/2023 18:20:54",152734,15,"questionnaire-1tsk",NA,33497767,9909452,NA,"complete",NA,"6570bb320ea19e92901e52bb","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1360x768","1360x689",NA,NA,0,"Consent",11,"In","BCADLEKFJGIH",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF14901"
"1",1701886857527,"06/12/2023 18:20:57",1701886857527,0,"06/12/2023 18:20:57",152734,15,"questionnaire-1tsk",NA,33497769,9909453,NA,"complete",NA,"6570ba6a57bfe1f9f1e9fbe6","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1536x864","1536x739",NA,NA,0,"Consent",11,"In","CDBEAFLGKHJI",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF32577"
"1",1701886876141,"06/12/2023 18:21:16",1701886876141,0,"06/12/2023 18:21:16",152734,15,"questionnaire-1tsk",NA,33497796,9909458,NA,"complete",NA,"6570bb6f0fb1e142334230ca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1920x1080","1025x911",NA,NA,0,"Consent",11,"In","DECFBGAHLIKJ",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF68797"
"1",1701886949216,"06/12/2023 18:22:29",1701886949216,0,"06/12/2023 18:22:29",152734,15,"questionnaire-1tsk",NA,33497870,9909468,NA,"complete",NA,"6570bbb8d80af4432c4f0caa","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","2560x1440","2560x1323",NA,NA,0,"Consent",11,"In","FGEHDICJBKAL",NA,"In",5,"1","1","1","1","1","1","1","1","1","1","MDPRF93965"
"1",1701886986334,"06/12/2023 18:23:06",1701886986334,0,"06/12/2023 18:23:06",152734,15,"questionnaire-1tsk",NA,33497910,9909475,NA,"complete",NA,"6570bbf1226bc4134f504e20","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x911",NA,NA,0,"Consent",11,"In","EFDGCHBIAJLK",NA,"In",6,"1","1","1","1","1","1","1","1","1","1","MDPRF27407"
"1",1701886994353,"06/12/2023 18:23:14",1701886994353,0,"06/12/2023 18:23:14",152734,15,"questionnaire-1tsk",NA,33497926,9909477,NA,"complete",NA,"6570baf036251057f2d1a774","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x971",NA,NA,0,"Consent",11,"In","HIGJFKELDACB",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF82878"
"1",1701887034942,"06/12/2023 18:23:54",1701887034942,0,"06/12/2023 18:23:54",152734,15,"questionnaire-1tsk",NA,33497962,9909481,NA,"complete",NA,"6570bc2eab241c5bacd2653f","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1536x864","1528x750",NA,NA,0,"Consent",11,"In","GHFIEJDKCLBA",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF01409"
"1",1701887101492,"06/12/2023 18:25:01",1701887101492,0,"06/12/2023 18:25:01",152734,15,"questionnaire-1tsk",NA,33498017,9909489,NA,"complete",NA,"6570bc1f92bfaac7fded576c","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Consent",11,"In","IJHKGLFAEBDC",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF64782"
"1",1701887154246,"06/12/2023 18:25:54",1701887154246,0,"06/12/2023 18:25:54",152734,15,"questionnaire-1tsk",NA,33498058,9909494,NA,"complete",NA,"6570bcac58d63e7508f01548","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,0,"Consent",11,"In","JKILHAGBFCED",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF40282"
"1",1701887229300,"06/12/2023 18:27:09",1701887229300,0,"06/12/2023 18:27:09",152734,15,"questionnaire-1tsk",NA,33498129,9909502,NA,"complete",NA,"6570bc10d5ed48e7addc8e6e","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 17.1","1440x900","1440x820",NA,NA,0,"Consent",11,"In","KLJAIBHCGDFE",NA,"In",6,"1","1","1","1","1","1","1","1","1","1","MDPRF36280"
"1",1701887287678,"06/12/2023 18:28:07",1701887287678,0,"06/12/2023 18:28:07",152734,15,"questionnaire-1tsk",NA,33498185,9909508,NA,"complete",NA,"6570bcc977cbe451a261f590","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","2560x1440","2560x1323",NA,NA,0,"Consent",11,"In","DECFBGAHLIKJ",NA,"In",6,"1","1","1","1","1","1","1","1","1","1","MDPRF16874"
"1",1701887307325,"06/12/2023 18:28:27",1701887307325,0,"06/12/2023 18:28:27",152734,15,"questionnaire-1tsk",NA,33498201,9909510,NA,"complete",NA,"6570bd3bad796dc0f70a4a6c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"Consent",11,"In","LAKBJCIDHEGF",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF04530"
"1",1701887376221,"06/12/2023 18:29:36",1701887376221,0,"06/12/2023 18:29:36",152734,15,"questionnaire-1tsk",NA,33498251,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x739",NA,NA,0,"Consent",11,"In","BCADLEKFJGIH",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF47987"
"1",1701887377139,"06/12/2023 18:29:37",1701887377139,0,"06/12/2023 18:29:37",152734,15,"questionnaire-1tsk",NA,33498252,9909515,NA,"complete",NA,"6570bd6d3636b9604cbead2a","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x1003",NA,NA,0,"Consent",11,"In","CDBEAFLGKHJI",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF67813"
"1",1701887388466,"06/12/2023 18:29:48",1701887388466,0,"06/12/2023 18:29:48",152734,15,"questionnaire-1tsk",NA,33498267,9909517,NA,"complete",NA,"6570bd7ec4405ff50ae0289a","computer","Desktop or Laptop","Mac OS 10.15","Firefox 119.0","1470x956","1469x771",NA,NA,0,"Consent",11,"In","BCADLEKFJGIH",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF29480"
"1",1701887455784,"06/12/2023 18:30:55",1701887455784,0,"06/12/2023 18:30:55",152734,15,"questionnaire-1tsk",NA,33498313,9909522,NA,"complete",NA,"6570bdd30ea19e92901e5369","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","2560x1440","2048x1017",NA,NA,0,"Consent",11,"In","EFDGCHBIAJLK",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF49216"
"1",1701887546107,"06/12/2023 18:32:26",1701887546107,0,"06/12/2023 18:32:26",152734,15,"questionnaire-1tsk",NA,33498377,9909527,NA,"complete",NA,"6570be1766c1d1477516da4d","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x571",NA,NA,0,"Consent",11,"In","FGEHDICJBKAL",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF92404"
"1",1701887586344,"06/12/2023 18:33:06",1701887586344,0,"06/12/2023 18:33:06",152734,15,"questionnaire-1tsk",NA,33498402,9909532,NA,"complete",NA,"6570bdef40bb67ff07c99101","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1440x810","1440x716",NA,NA,0,"Consent",11,"In","GHFIEJDKCLBA",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF37474"
"1",1701887647207,"06/12/2023 18:34:07",1701887647207,0,"06/12/2023 18:34:07",152734,15,"questionnaire-1tsk",NA,33498453,9909536,NA,"complete",NA,"6570be4d8667cb1845d17d23","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"Consent",11,"In","HIGJFKELDACB",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF05116"
"1",1701887724130,"06/12/2023 18:35:24",1701869724130,-5,"06/12/2023 08:35:24",152734,15,"questionnaire-1tsk",NA,33498536,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Consent",11,"In","IJHKGLFAEBDC",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF15273"
"1",1701887740937,"06/12/2023 18:35:40",1701887740937,0,"06/12/2023 18:35:40",152734,15,"questionnaire-1tsk",NA,33498551,9909546,NA,"complete",NA,"6570beb0566050dd4d661371","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x563",NA,NA,0,"Consent",11,"In","JKILHAGBFCED",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF80468"
"1",1701887846077,"06/12/2023 18:37:26",1701887846077,0,"06/12/2023 18:37:26",152734,15,"questionnaire-1tsk",NA,33498633,9909549,NA,"complete",NA,"6570bf5741714cafb761f416","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x738",NA,NA,0,"Consent",11,"In","LAKBJCIDHEGF",NA,"In",6,"1","1","1","1","1","1","1","1","1","1","MDPRF23519"
"1",1701887875287,"06/12/2023 18:37:55",1701887875287,0,"06/12/2023 18:37:55",152734,15,"questionnaire-1tsk",NA,33498656,9909553,NA,"complete",NA,"6570bf6858e72ff52272bc1d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x813",NA,NA,0,"Consent",11,"In","KLJAIBHCGDFE",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF61489"
"1",1701887885563,"06/12/2023 18:38:05",1701887885563,0,"06/12/2023 18:38:05",152734,15,"questionnaire-1tsk",NA,33498666,9909554,NA,"complete",NA,"6570bf7a8ecf605977c7a74f","computer","Desktop or Laptop","Windows 10","AVG Secure Browser 117.0.0.0","1536x864","1536x707",NA,NA,0,"Consent",11,"In","ABLCKDJEIFHG",NA,"In",5,"1","1","1","1","1","1","1","1","1","1","MDPRF41237"
"1",1701888073494,"06/12/2023 18:41:13",1701888073494,0,"06/12/2023 18:41:13",152734,15,"questionnaire-1tsk",NA,33498809,9909567,NA,"complete",NA,"6570bf7fe471f41d1eb43ddd","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x732",NA,NA,0,"Consent",11,"In","CDBEAFLGKHJI",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF20648"
"1",1701888104801,"06/12/2023 18:41:44",1701888104801,0,"06/12/2023 18:41:44",152734,15,"questionnaire-1tsk",NA,33498822,9909570,NA,"complete",NA,"6570c01271deefe0f6a687bc","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1200x800","1152x686",NA,NA,0,"Consent",11,"In","DECFBGAHLIKJ",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF85972"
"1",1701888207619,"06/12/2023 18:43:27",1701888207619,0,"06/12/2023 18:43:27",152734,15,"questionnaire-1tsk",NA,33498908,9909576,NA,"complete",NA,"6570c0c0d9aa5c91a1e3459e","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1920x1080","1920x927",NA,NA,0,"Consent",11,"In","GHFIEJDKCLBA",NA,"In",5,"1","1","1","1","1","1","1","1","1","1","MDPRF13079"
"1",1701888210000,"06/12/2023 18:43:30",1701888210000,0,"06/12/2023 18:43:30",152734,15,"questionnaire-1tsk",NA,33498910,9909577,NA,"complete",NA,"6570c09357bfe1f9f1e9fd4e","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"Consent",11,"In","FGEHDICJBKAL",NA,"In",3,"1","1","1","1","1","1","1","1","1","1","MDPRF85773"
"1",1701888278178,"06/12/2023 18:44:38",1701888278178,0,"06/12/2023 18:44:38",152734,15,"questionnaire-1tsk",NA,33498947,9909584,NA,"complete",NA,"6570c0f071deefe0f6a687dc","computer","Desktop or Laptop","Windows 10","Edge 119.0.0.0","1536x864","1488x742",NA,NA,0,"Consent",11,"In","HIGJFKELDACB",NA,"In",6,"1","1","1","1","1","1","1","1","1","1","MDPRF53694"
"1",1701888289630,"06/12/2023 18:44:49",1701888289630,0,"06/12/2023 18:44:49",152734,15,"questionnaire-1tsk",NA,33498960,9909586,NA,"complete",NA,"6570c10670ac3070e7c69267","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"Consent",11,"In","IJHKGLFAEBDC",NA,"In",4,"1","1","1","1","1","1","1","1","1","1","MDPRF55701"
"1",1701888391577,"06/12/2023 18:46:31",1701888391577,0,"06/12/2023 18:46:31",152734,15,"questionnaire-1tsk",NA,33499045,9909596,NA,"complete",NA,"6570c111b0270d43e0a78340","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x707",NA,NA,0,"Consent",11,"In","JKILHAGBFCED",NA,"In",1,"1","1","1","1","1","1","1","1","1","1","MDPRF58446"
"1",1701888422159,"06/12/2023 18:47:02",1701888422159,0,"06/12/2023 18:47:02",152734,15,"questionnaire-1tsk",NA,33499058,9909597,NA,"complete",NA,"6570c104592a29d0854f0c44","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x595",NA,NA,0,"Consent",11,"In","KLJAIBHCGDFE",NA,"In",2,"1","1","1","1","1","1","1","1","1","1","MDPRF94886"
"1",1701893345761,"06/12/2023 20:09:05",1701893345761,0,"06/12/2023 20:09:05",152734,15,"questionnaire-1tsk",NA,33500891,9909979,NA,"complete",NA,"6570ce23d793b1f01aa21481","computer","Desktop or Laptop","Windows 10","Opera 104.0.0.0","1366x768","1312x644",NA,NA,0,"Consent",11,"In","LAKBJCIDHEGF",NA,"In",6,"1","1","1","1","1","1","1","1","1","1","MDPRF73359"
